<1h,1-3h,3-6h,>6h
1.11,1.02,1.41,17.02
3.68,2.86,4.39,10.92
0.1,10.61,19.62,5.39
0.1,9.81,11.12,12.2
0.1,14.44,10.03,10.41
6.07,1.32,11.41,463.1
0.1,3.19,13.73,5.36
1.97,1.5,6.78,13.34
0.33,4.75,0.86,21.21
6.72,0.94,27.36,1.05
0.61,0.18,9.86,0.03
0.51,10.86,4.94,462.02
0.29,1.6,15.96,460.48
0.1,4.3,1.37,459.05
0.69,0.81,19.84,31.0
0.1,3.03,10.41,26.15
0.1,1.93,17.5,47.9
0.1,1.62,38.23,10.74
3.71,1.42,7.96,47.04
0.15,0.18,4.98,20.22
2.27,5.42,4.12,5.93
0.1,0.36,9.25,11.37
0.21,1.23,7.57,1.87
2.07,4.22,14.15,43.46
0.1,0.87,13.63,7.98
0.11,0.91,22.0,0.2
0.11,4.73,16.29,36.35
0.11,2.12,8.58,3.45
0.1,3.27,9.57,10.73
1.16,0.85,5.57,22.48
0.97,0.24,11.52,5.23
0.67,4.94,0.13,86.43
3.23,3.35,2.76,3.33
1.01,2.01,4.33,12.06
0.11,6.61,7.27,5.76
0.11,1.99,10.88,5.17
0.11,4.71,0.53,4.0
0.11,10.05,7.57,1.13
0.11,10.82,12.9,7.4
0.11,2.49,7.86,13.56
0.11,14.31,7.74,9.97
0.11,9.96,6.31,10.08
0.11,8.44,11.64,17.09
0.11,20.22,2.19,2.19
0.87,10.47,2.82,2.91
1.42,9.85,6.31,22.89
0.1,19.28,5.05,49.94
0.1,12.63,0.05,22.6
2.12,5.2,4.37,11.46
0.1,6.83,17.96,5.47
0.1,15.05,16.48,6.47
0.36,17.58,16.16,27.4
0.1,24.42,1.15,14.97
0.1,5.46,5.66,83.91
0.33,5.51,10.34,3.97
0.1,21.96,7.57,21.42
1.54,23.85,0.29,1.29
2.23,6.94,0.44,10.38
3.23,18.07,4.19,12.3
3.23,18.88,20.7,57.88
0.11,8.49,4.38,23.3
3.04,4.71,4.22,7.93
1.45,0.21,10.78,4.29
0.11,3.85,8.03,11.07
1.34,3.96,8.69,0.38
0.05,5.58,0.18,2.87
1.96,2.17,1.26,4.72
0.11,7.0,2.75,18.94
1.59,5.45,8.54,47.35
0.11,3.93,5.66,3.34
3.22,4.72,0.13,2.47
0.11,2.85,6.13,7.51
0.11,3.74,0.71,2.51
0.72,0.69,2.21,5.44
0.62,0.81,3.47,0.57
3.22,0.75,1.16,3.89
1.46,2.91,5.81,7.66
1.11,2.04,1.06,4.05
0.11,2.64,1.75,456.86
1.9,0.43,14.66,8.41
0.11,5.59,8.22,270.07
0.82,5.9,4.24,19.37
0.11,2.22,4.63,10.31
0.11,6.73,3.73,19.02
2.15,0.85,17.79,24.83
0.11,0.19,12.86,21.65
8.7,1.89,0.36,17.83
0.11,3.3,3.73,25.81
4.24,3.62,16.72,44.94
0.11,0.27,3.16,15.24
3.22,6.96,2.65,18.47
1.26,3.95,11.35,16.57
0.11,1.93,4.13,32.05
7.2,8.05,7.82,13.0
13.38,1.83,20.4,16.02
2.46,6.32,6.66,25.48
0.11,3.01,3.81,7.8
11.42,4.62,14.78,7.23
10.33,2.29,16.08,7.95
0.11,11.17,1.14,10.68
0.11,4.56,5.23,452.96
0.11,3.12,18.61,66.41
0.11,4.74,4.69,5.71
2.96,3.61,5.64,22.49
2.48,4.17,9.71,10.02
3.31,17.12,5.13,4.0
0.11,10.11,10.18,5.34
0.11,6.85,18.35,452.49
0.11,11.72,4.9,7.7
0.11,10.62,1.14,18.66
0.11,2.7,5.98,0.39
0.11,3.29,5.36,14.17
4.59,4.5,2.22,6.21
2.83,5.1,4.02,17.33
0.11,3.81,3.89,109.72
0.11,3.57,14.21,6.51
0.11,0.79,12.37,6.8
0.93,1.23,8.34,92.27
0.11,5.24,7.71,78.43
1.71,6.45,6.42,14.52
4.19,0.12,3.56,36.98
2.44,1.97,5.6,1.78
0.11,0.63,12.4,32.62
0.11,2.56,1.91,35.87
3.74,1.78,3.25,9.19
0.11,6.11,2.37,19.52
1.14,7.02,17.45,21.88
0.18,0.33,2.89,17.11
0.58,12.1,8.5,1.45
3.22,0.05,10.25,9.96
3.06,2.69,7.28,11.81
3.22,8.69,1.07,7.32
2.89,1.56,12.89,456.45
0.11,1.07,1.68,1.09
2.83,7.6,0.85,5.98
0.11,5.2,0.08,18.09
0.11,4.03,3.52,9.42
3.78,3.34,12.39,8.81
2.79,4.67,8.14,6.9
2.76,5.09,0.46,269.43
5.3,7.11,3.26,10.71
2.04,2.98,11.99,38.95
0.11,7.73,15.62,4.45
0.11,1.6,2.69,16.36
0.11,5.86,2.49,3.29
0.11,2.44,1.31,6.58
2.55,5.97,11.01,34.48
2.41,1.2,7.98,452.9
0.11,4.51,3.04,5.89
7.89,2.11,23.82,8.91
0.11,0.82,0.3,1.12
1.54,1.78,11.39,2.9
0.11,1.88,24.81,31.96
0.11,4.93,18.38,30.77
0.11,3.02,17.81,31.34
0.11,4.46,4.94,7.44
2.19,1.49,9.64,21.3
0.11,1.05,16.14,7.82
1.51,3.48,2.66,2.1
0.11,1.44,4.7,14.54
0.42,1.66,3.74,28.96
0.73,1.5,7.19,4.48
0.12,3.92,8.94,4.86
1.55,0.63,22.96,0.71
2.34,1.54,9.17,0.75
3.75,2.52,0.52,28.23
1.61,3.05,3.27,259.11
0.12,5.48,3.63,3.78
0.12,3.1,44.11,15.87
0.12,0.5,31.3,11.04
0.42,2.84,21.57,2.07
0.12,4.92,25.13,10.91
0.6,5.3,46.48,3.71
1.07,2.93,10.52,18.54
0.12,1.74,25.1,7.02
1.35,2.48,13.0,4.48
1.7,7.46,25.12,20.39
0.57,2.56,2.32,98.5
0.12,0.26,6.62,18.23
0.12,1.61,5.74,11.74
2.31,1.59,10.1,19.05
0.12,1.73,0.93,17.73
0.31,0.39,11.26,15.05
0.12,1.66,18.51,15.16
1.38,1.7,7.76,29.34
0.48,4.99,9.88,31.75
1.08,5.86,4.18,4.52
0.12,5.15,8.76,32.52
0.12,4.82,29.32,8.45
0.12,2.02,14.44,19.97
0.12,2.08,1.44,12.49
0.12,2.78,28.56,9.68
0.12,5.22,8.88,0.07
0.12,0.91,3.06,9.53
2.51,5.53,1.57,2.05
0.11,0.94,8.12,17.32
0.39,5.51,0.54,4.87
0.25,0.35,3.29,2.16
0.12,0.63,2.69,88.24
1.9,1.45,7.76,3.06
0.02,3.32,5.85,16.3
0.12,0.43,0.61,7.81
1.4,0.34,0.8,9.86
0.12,4.24,10.52,13.79
0.12,0.88,5.03,2.53
0.12,0.73,0.33,11.86
4.79,0.02,14.89,35.71
1.1,0.17,4.21,5.8
0.11,0.49,6.33,20.82
2.1,3.57,2.46,10.95
2.03,5.19,2.51,3.29
0.11,4.99,7.0,8.55
2.2,1.34,5.05,4.51
1.67,2.39,8.39,0.31
0.99,2.92,2.82,2.88
0.11,5.94,11.65,10.54
0.11,3.0,2.51,68.83
0.11,2.98,6.58,2.77
1.85,1.48,1.63,19.56
1.26,0.41,7.36,9.49
1.59,3.0,4.68,4.16
3.22,6.66,1.0,20.26
2.03,4.1,3.56,12.1
0.11,1.72,1.84,11.01
1.41,3.67,18.83,3.54
0.11,4.58,0.54,11.42
0.11,0.13,0.06,3.2
0.11,3.38,0.05,12.32
1.83,6.57,5.97,452.92
1.52,0.01,5.32,74.35
0.11,3.93,1.23,13.82
0.03,2.82,11.88,63.41
0.11,0.44,9.92,0.52
0.11,1.7,1.0,0.85
0.11,2.21,2.67,453.49
0.51,4.41,8.66,0.89
0.54,1.55,1.35,11.29
0.17,0.7,7.82,6.38
0.11,0.44,8.46,9.77
0.46,1.86,4.71,2.38
0.11,0.83,16.04,1.71
0.11,1.15,12.46,7.03
1.76,1.57,8.4,2.58
1.15,0.02,6.24,2.4
0.64,0.62,5.56,3.78
0.11,0.25,18.5,7.15
1.49,5.96,9.2,4.1
0.11,6.42,0.37,6.61
1.18,1.66,5.26,12.89
0.11,0.07,6.17,6.92
0.88,3.65,2.08,0.79
0.11,5.09,7.58,10.61
0.11,0.58,0.82,2.59
1.08,1.84,6.36,2.76
0.11,0.73,9.5,40.88
0.27,1.1,6.38,3.91
1.42,2.09,0.36,8.22
0.11,0.8,0.63,7.73
1.1,2.75,1.62,3.02
3.22,0.05,1.26,5.57
3.32,5.07,1.37,5.25
0.72,0.2,7.37,3.99
0.4,1.91,9.37,6.9
0.74,2.64,1.86,3.91
0.11,2.38,1.8,5.5
3.11,4.6,2.69,9.79
0.12,3.59,1.63,9.72
0.12,2.45,5.4,1.46
3.22,7.53,3.6,11.94
0.64,5.97,5.82,5.7
1.48,3.07,3.82,3.39
0.12,1.52,2.05,2.73
0.66,3.32,1.51,3.37
0.6,6.07,0.17,260.99
0.12,4.92,3.33,449.82
0.12,3.53,0.49,252.45
0.12,5.77,1.28,3.65
1.29,1.67,7.92,97.11
0.12,0.04,4.94,32.96
0.12,1.47,0.62,11.13
0.12,0.21,3.2,12.07
0.12,1.78,12.65,16.66
0.62,2.06,8.8,36.58
0.57,9.34,4.35,13.0
2.2,10.0,0.49,0.28
0.12,7.25,0.02,0.15
0.12,3.21,1.07,6.14
0.12,1.97,7.55,6.05
0.12,12.77,2.96,4.95
2.11,0.13,6.67,19.73
1.15,3.11,1.29,10.81
0.12,3.31,0.56,3.11
0.91,1.91,3.96,18.65
0.12,0.58,6.43,7.98
3.21,2.35,3.63,10.99
0.12,2.34,4.25,446.21
0.12,2.29,3.64,0.23
2.19,2.63,3.55,7.25
1.54,3.75,5.33,7.24
0.12,1.04,10.98,9.28
0.7,1.63,2.63,3.12
0.12,1.78,4.73,16.84
0.12,1.48,4.18,444.34
1.58,4.52,2.6,8.52
0.12,2.5,1.87,112.33
1.53,3.33,1.11,19.48
2.15,7.43,3.21,7.78
1.82,8.31,3.16,4.14
0.12,2.07,6.29,1.91
0.12,1.93,1.73,0.31
3.79,11.69,0.53,81.04
0.12,8.79,14.3,4.17
0.78,5.45,3.85,3.87
0.12,16.46,7.18,3.31
0.24,4.45,10.88,2.94
0.08,0.6,9.39,2.61
0.12,6.11,4.8,31.64
0.94,4.35,3.92,24.06
0.12,5.62,7.94,14.16
0.12,2.49,5.55,13.01
0.2,7.37,11.66,24.6
1.01,4.99,2.64,447.04
1.75,2.02,13.98,8.07
1.04,1.85,6.67,5.42
0.12,4.07,5.43,1.9
0.12,2.53,9.28,6.8
1.7,0.45,16.66,7.81
0.12,1.39,13.04,9.31
0.12,1.69,7.59,4.31
0.12,5.0,9.11,3.92
1.24,4.46,4.37,445.07
1.18,2.07,6.24,9.14
2.13,4.6,5.2,2.18
0.12,2.53,8.5,10.85
0.12,3.55,10.88,6.06
4.06,2.64,17.09,8.31
3.65,0.67,0.23,7.31
0.12,5.46,18.07,12.54
1.45,1.57,2.35,442.55
1.76,3.7,1.67,11.81
0.12,1.31,2.77,8.61
0.12,0.14,2.11,4.72
0.12,1.54,5.38,13.75
6.95,1.31,5.49,2.27
0.12,0.46,10.61,19.12
0.12,0.8,6.22,14.26
5.26,2.16,10.25,3.53
0.12,0.89,3.18,231.93
3.22,2.91,2.54,3.75
2.53,3.85,7.63,104.62
0.12,0.96,7.32,21.81
2.41,1.4,6.67,225.65
0.12,3.66,7.05,223.1
1.5,0.65,1.88,8.92
0.12,5.34,12.55,7.2
0.48,2.89,1.37,19.09
0.12,2.47,4.2,8.49
3.22,0.92,4.34,0.54
1.7,3.55,2.31,7.38
2.89,7.89,10.07,434.66
1.19,0.14,15.48,13.5
0.12,9.61,17.36,3.8
0.22,3.06,2.74,0.1
0.12,0.82,0.27,10.56
0.12,0.65,28.38,53.38
0.12,1.68,14.92,432.77
0.12,1.69,13.51,20.49
2.74,0.93,8.49,6.39
3.22,0.26,8.54,3.95
0.12,1.26,10.2,431.93
3.0,1.18,1.93,56.48
0.12,0.45,9.97,7.41
0.12,6.86,2.16,10.09
0.12,5.87,0.4,20.71
0.12,5.44,6.76,11.53
0.12,12.24,2.34,9.66
1.85,8.98,0.24,21.95
0.12,6.64,8.49,14.92
1.85,11.16,3.38,198.1
0.51,4.1,7.09,27.24
0.12,1.37,11.87,8.49
0.12,12.19,12.93,428.43
2.67,1.45,7.36,187.3
5.13,4.79,28.26,2.14
0.12,2.58,4.0,11.41
0.12,3.21,7.17,18.34
3.22,5.46,8.7,4.89
0.6,8.5,17.56,92.3
0.12,1.01,11.61,4.85
0.08,2.72,8.5,2.87
0.12,12.97,11.54,195.73
0.12,4.4,5.37,5.19
1.84,6.09,8.97,12.32
0.12,7.33,16.49,32.09
0.12,0.58,9.26,10.21
0.12,2.05,1.72,16.2
0.12,12.81,1.77,22.3
0.12,9.47,4.04,0.51
0.12,5.2,12.99,41.4
0.87,10.26,5.57,50.96
0.12,12.7,4.5,32.32
0.12,8.38,15.07,29.61
1.88,8.3,6.64,20.99
2.46,1.87,20.7,106.87
0.14,1.31,1.67,3.6
1.14,4.42,1.73,43.33
0.12,2.17,24.38,12.19
0.12,0.51,6.38,19.14
2.07,3.07,13.09,2.44
0.12,1.0,4.14,16.23
0.12,0.19,11.59,13.89
0.12,5.95,4.76,15.65
0.12,3.68,14.2,18.23
0.12,1.08,0.49,12.94
0.12,5.41,6.41,2.8
0.12,3.61,5.86,15.64
0.12,2.19,5.35,15.79
0.72,2.83,0.94,6.14
0.12,3.63,9.84,9.11
0.1,5.16,27.94,5.21
0.12,1.38,1.12,432.91
0.12,7.74,10.63,1.45
0.12,2.72,3.81,13.5
0.11,4.04,7.87,9.28
0.11,7.19,14.04,2.65
2.34,7.13,8.13,6.51
0.11,1.91,0.27,2.27
1.99,4.36,13.81,7.97
0.73,6.5,6.33,0.77
0.12,8.9,10.52,10.58
2.66,4.88,6.99,21.84
0.12,5.12,4.14,7.72
0.12,5.16,8.27,31.3
0.12,3.99,1.05,9.19
0.12,4.7,0.37,430.86
0.12,0.96,0.23,29.79
0.12,3.41,2.08,37.11
0.12,3.45,4.34,25.47
0.56,8.19,3.1,7.72
0.51,6.59,0.63,14.34
0.12,8.62,0.12,6.65
0.12,17.59,1.15,51.64
2.0,6.94,8.12,132.35
1.58,0.45,0.01,43.85
3.21,5.77,9.92,12.01
0.12,20.63,0.55,56.22
0.12,8.12,7.31,39.41
5.75,7.95,4.26,20.55
0.12,10.94,3.07,1.82
1.61,6.97,3.57,36.61
0.12,28.94,3.64,13.27
0.12,19.54,0.54,44.75
3.2,20.71,2.24,59.26
1.96,18.23,13.71,22.15
3.21,3.26,2.33,1.63
3.17,1.59,31.31,13.19
0.12,3.72,19.0,25.57
0.13,8.67,11.03,8.37
1.52,10.01,21.21,8.11
2.81,20.54,30.67,9.34
0.13,1.48,6.73,1.02
0.13,3.95,21.82,3.12
0.58,0.74,23.22,13.76
3.21,2.08,1.73,2.28
3.21,2.38,12.47,66.36
0.13,15.69,8.59,10.78
0.13,7.16,3.55,7.34
10.71,13.43,23.66,3.4
0.13,10.94,4.06,14.36
0.13,10.16,2.93,7.34
0.13,1.48,0.61,8.8
2.49,0.31,8.94,16.83
0.13,0.48,3.27,19.88
0.46,0.5,10.63,26.11
0.98,3.97,9.94,94.28
9.12,0.11,1.44,218.9
1.76,5.05,3.79,17.8
1.01,2.61,2.79,20.03
7.59,5.19,6.42,29.55
3.2,1.57,4.39,24.9
0.48,7.78,14.21,0.67
0.79,6.03,7.99,8.81
1.54,6.19,14.33,21.91
4.22,3.66,8.79,3.68
2.05,8.3,5.74,11.29
1.15,1.37,10.66,11.83
1.92,4.54,0.48,4.01
0.13,2.81,5.38,10.45
0.65,8.08,5.44,433.88
2.03,0.2,6.89,14.66
2.31,1.55,29.88,13.21
0.13,2.02,18.86,68.63
1.21,0.71,9.39,7.37
1.07,1.14,2.72,208.72
0.13,1.71,15.69,431.79
0.13,5.51,4.69,1.0
4.1,1.03,1.85,11.82
0.13,9.32,12.66,16.92
0.13,2.88,7.74,17.69
2.74,10.8,24.94,15.3
1.7,14.55,7.88,6.82
0.13,1.54,2.7,5.75
0.13,0.48,14.5,4.46
0.13,4.33,2.5,4.93
2.83,5.71,5.12,6.5
0.13,13.45,11.25,23.51
4.23,11.39,16.57,4.25
0.13,6.34,12.13,10.77
4.2,0.95,11.9,0.81
0.13,0.41,9.81,42.75
0.13,7.64,0.75,9.77
3.2,1.05,16.43,7.08
2.64,2.25,21.48,197.84
0.13,3.1,3.25,3.34
0.13,0.26,14.8,3.42
0.13,2.88,17.33,11.34
0.13,10.71,9.2,25.73
0.13,8.52,4.8,1.8
1.13,2.59,3.05,12.32
0.13,0.05,8.89,5.03
0.13,1.08,6.83,34.92
0.13,7.24,12.69,13.0
0.13,6.13,3.6,11.05
0.13,5.13,12.84,13.24
0.13,2.57,1.89,15.45
0.13,4.49,3.6,10.41
3.53,5.12,4.87,6.49
0.13,5.21,1.43,6.08
8.2,5.39,3.75,3.11
0.13,1.52,5.99,20.95
0.13,9.55,0.53,11.14
8.43,2.04,14.28,7.66
0.13,1.07,6.08,0.63
3.2,3.17,10.92,6.34
4.29,0.89,13.06,89.04
0.14,1.86,9.88,2.57
0.14,3.45,0.22,0.87
0.14,2.7,5.59,12.47
0.14,3.63,12.28,428.3
1.97,0.6,5.26,0.58
0.14,0.18,11.3,5.45
0.07,0.77,12.81,4.06
0.14,1.84,14.7,6.32
0.93,1.88,22.63,11.92
7.65,0.29,13.03,124.96
0.14,2.7,15.52,11.51
3.25,0.91,9.63,7.33
1.84,3.11,18.1,3.1
1.17,4.99,24.95,31.25
0.14,2.16,0.57,12.59
8.01,1.31,10.55,4.14
0.14,2.45,12.0,7.72
0.14,0.51,8.97,0.36
0.94,1.97,0.17,6.86
0.14,0.77,14.23,3.04
1.21,1.28,3.06,6.62
0.14,2.76,2.9,4.6
0.14,2.97,43.04,4.12
0.25,3.7,46.26,6.39
0.14,3.52,14.85,2.95
0.14,1.29,12.01,53.22
1.28,0.9,8.54,16.42
0.03,0.06,48.72,4.15
0.14,7.58,38.98,430.98
0.14,0.36,12.16,6.35
2.05,0.28,18.27,6.78
0.14,0.36,23.72,3.37
0.14,5.2,5.53,2.89
0.14,0.11,21.51,0.73
0.14,5.01,13.66,32.28
0.14,1.07,27.91,28.53
0.14,15.35,1.18,2.01
0.4,18.31,7.71,3.09
0.61,8.75,12.91,9.27
0.14,18.21,0.02,12.52
2.01,16.66,1.2,7.1
1.2,11.37,54.2,3.45
0.14,9.23,5.29,17.88
1.03,12.33,7.09,12.26
1.44,8.18,8.78,1.3
0.14,10.43,20.91,14.56
2.35,1.21,10.37,10.81
0.14,3.04,12.33,20.65
0.14,0.42,6.12,5.68
0.14,0.17,10.12,16.52
0.14,0.42,11.11,1.35
0.14,0.49,13.78,17.77
3.01,3.64,2.82,1.92
0.14,1.8,16.15,4.13
0.14,1.4,1.12,9.73
0.14,2.76,6.79,0.3
5.31,3.63,1.69,428.03
0.14,1.61,8.76,2.09
0.14,9.1,5.23,12.66
0.14,2.16,0.95,10.75
0.29,2.84,5.45,7.79
0.55,1.17,4.56,9.22
0.14,5.52,4.75,45.42
0.14,0.31,9.91,11.87
0.14,6.93,1.36,9.71
0.14,1.71,7.02,4.34
1.07,8.76,2.37,4.7
0.14,0.51,4.7,6.21
0.14,0.07,1.15,2.74
2.72,0.33,1.35,3.08
0.14,1.2,1.18,0.3
0.14,0.29,1.31,4.83
2.34,1.95,1.0,2.66
1.88,4.07,0.18,3.7
2.32,1.63,9.96,194.71
2.07,4.74,0.3,9.08
0.14,0.29,4.26,9.6
0.14,1.78,1.75,11.69
0.14,1.39,0.59,8.1
3.13,1.11,20.89,7.07
0.14,1.69,18.5,8.68
0.14,9.7,13.15,5.35
0.14,1.16,15.09,4.09
0.59,4.65,11.93,8.19
0.98,4.45,25.6,8.13
0.14,2.39,16.28,10.21
3.19,0.33,18.25,53.66
0.14,13.58,3.53,0.49
0.61,6.37,14.04,8.68
3.19,4.91,29.03,8.36
4.66,3.26,20.93,189.23
2.07,1.23,12.73,7.74
1.54,0.72,3.27,22.37
0.14,3.42,5.99,5.59
0.99,3.55,3.82,1.46
3.84,0.95,11.72,2.95
0.49,1.39,16.01,18.62
0.14,6.21,9.87,19.81
0.97,5.17,11.1,6.14
0.14,0.84,11.8,1.87
0.14,1.09,18.44,14.16
0.15,1.71,16.58,81.16
0.15,1.0,9.71,4.12
0.15,2.49,7.28,5.78
2.4,1.37,13.15,17.29
0.15,0.87,11.27,15.23
1.15,2.09,6.06,9.04
2.97,1.42,3.77,11.62
0.15,2.6,3.28,9.42
4.84,1.88,11.53,7.47
4.4,1.11,2.51,21.73
0.15,4.1,10.53,12.16
5.39,4.26,1.15,8.07
0.15,3.24,1.52,2.61
11.27,0.58,8.27,2.48
0.15,3.57,5.42,23.91
8.33,0.87,3.37,25.49
0.15,3.12,4.52,14.74
0.15,1.68,7.57,121.45
0.15,1.07,0.22,46.91
0.84,0.55,3.58,4.55
3.19,0.9,5.74,192.75
3.41,1.77,17.22,13.9
0.15,3.77,1.74,13.21
0.15,2.87,3.04,7.48
0.15,0.23,0.89,1.71
0.15,1.88,3.21,40.28
8.57,0.26,2.99,14.12
3.03,0.75,10.41,425.76
0.15,1.76,5.91,33.22
1.16,0.08,2.4,1.45
3.23,0.73,8.05,9.59
0.15,4.98,0.3,2.01
2.2,4.32,8.32,0.29
0.58,3.85,6.92,34.9
4.75,4.66,5.44,11.89
1.49,5.33,14.81,22.44
0.15,4.04,3.32,14.81
0.97,4.91,0.24,4.01
3.81,3.19,5.73,8.7
1.67,2.32,1.47,11.04
0.27,3.14,1.64,2.55
0.31,8.53,0.7,12.23
0.15,7.19,10.22,182.01
0.15,5.67,3.56,13.86
0.08,0.83,4.1,26.28
0.14,1.54,1.87,4.3
0.14,0.71,4.09,0.39
0.14,0.04,1.41,16.29
1.48,0.44,1.85,171.44
1.47,0.6,2.13,143.61
0.15,3.85,3.72,2.95
0.39,4.46,3.5,5.64
2.23,5.03,0.46,20.29
0.8,4.08,1.89,5.28
0.14,0.3,1.07,12.02
0.14,0.23,2.32,174.17
1.5,0.53,6.02,6.07
0.14,0.82,3.03,6.75
0.14,1.69,3.84,6.24
0.33,2.9,11.63,1.92
1.81,2.66,2.81,68.27
0.14,5.35,12.66,4.68
1.12,1.97,3.19,8.35
0.85,2.5,2.5,6.17
2.4,2.28,0.9,26.15
1.97,0.87,13.45,0.04
0.14,0.06,14.11,10.15
0.14,0.39,10.83,15.71
3.69,0.45,7.17,6.91
0.14,2.68,2.56,420.12
0.14,1.35,6.26,24.97
0.14,0.95,6.12,0.21
3.95,1.43,13.56,6.57
0.14,4.99,3.48,16.22
3.1,8.16,1.06,0.47
0.14,0.33,14.48,8.22
0.14,3.28,5.42,7.29
1.75,4.53,0.76,140.13
0.78,3.4,0.57,8.11
0.14,6.83,5.14,2.02
0.14,8.12,0.86,419.33
0.14,0.25,4.12,8.28
1.24,1.81,0.55,19.42
2.87,4.84,0.33,30.33
0.14,1.69,3.08,6.81
0.14,4.46,4.52,16.71
0.14,1.45,6.27,10.69
0.14,2.82,3.81,25.56
1.06,5.3,2.38,1.23
0.14,6.65,2.88,16.54
1.0,5.88,15.47,11.0
0.14,0.52,12.25,24.19
3.08,0.83,7.59,5.48
0.14,1.83,11.29,9.2
0.14,2.16,1.92,31.97
0.14,1.11,9.97,41.04
0.14,5.09,17.51,16.99
0.14,3.64,13.85,1.75
0.14,4.2,2.4,22.31
0.14,6.03,11.09,15.56
0.11,0.46,5.95,16.06
0.14,2.82,0.83,2.65
0.14,8.16,2.87,0.55
3.19,0.07,1.29,11.07
0.14,5.38,5.37,59.58
0.14,2.55,2.2,16.63
0.14,2.91,9.6,60.36
0.15,0.63,2.67,0.19
0.03,7.35,1.53,14.69
0.28,7.88,2.83,13.81
0.15,6.67,7.21,18.5
0.15,1.43,2.56,0.89
0.58,0.4,7.82,10.3
0.58,8.35,4.35,9.77
0.53,5.01,3.98,21.49
0.15,5.62,0.54,6.17
0.15,2.48,4.89,421.92
0.15,6.85,0.95,19.17
0.15,1.98,4.3,20.27
0.15,2.07,3.33,6.28
0.85,4.49,11.57,0.8
0.15,0.05,11.52,10.55
0.15,4.64,5.86,2.51
2.67,4.47,24.77,11.06
0.15,1.52,15.43,7.31
2.31,2.47,12.9,16.77
0.15,0.95,2.41,32.1
1.39,5.64,19.12,5.32
0.36,4.51,20.98,54.29
0.48,0.14,28.18,43.07
0.15,1.39,11.89,3.37
0.15,4.2,3.4,49.08
1.65,2.51,16.62,6.01
0.15,2.78,9.32,19.42
1.71,1.64,12.49,3.68
0.15,2.69,10.97,5.93
3.19,2.2,2.6,3.5
1.65,2.44,5.05,15.85
0.3,2.66,28.54,5.7
0.15,3.82,16.62,5.23
0.15,4.45,2.69,1.14
0.15,1.01,4.38,1.67
2.46,0.64,4.1,19.45
0.68,1.1,0.0,38.19
0.37,4.31,5.81,16.28
0.14,3.23,4.39,4.16
1.71,0.74,22.8,6.63
0.14,2.97,1.73,88.92
2.48,3.23,2.06,11.27
0.14,0.99,4.93,22.1
0.16,0.05,16.21,12.1
0.17,1.03,7.67,17.42
0.14,6.93,8.82,1.68
0.52,0.84,4.74,2.49
3.19,1.73,8.48,2.26
0.72,4.46,5.43,5.27
0.14,11.43,0.42,22.53
0.14,3.11,7.95,10.36
0.14,6.67,3.4,60.05
0.14,6.85,7.74,426.64
0.14,3.53,16.15,2.58
0.14,6.26,4.29,19.14
0.97,9.68,4.49,7.57
2.43,3.89,2.88,2.18
0.36,1.76,10.06,5.34
0.14,6.65,3.29,1.84
0.94,1.42,9.49,15.49
0.14,3.81,1.99,11.49
0.14,0.93,14.53,6.08
1.75,3.75,21.84,14.85
0.14,1.42,5.03,3.1
0.14,1.26,5.17,425.23
0.14,0.67,9.3,12.33
0.23,2.45,4.68,18.44
1.19,0.28,0.55,1.23
0.14,1.73,17.13,8.21
0.14,3.73,0.9,42.06
0.14,2.08,1.52,15.48
0.14,1.17,2.68,4.74
0.14,0.03,1.16,2.9
0.14,1.29,4.08,5.92
6.75,1.5,19.33,9.16
2.68,0.63,1.3,1.03
3.19,1.01,11.08,4.45
0.15,4.68,20.72,6.98
0.15,0.78,23.96,3.85
0.15,3.78,9.57,4.28
0.14,2.52,3.59,76.24
3.79,1.48,0.47,3.48
0.14,0.03,0.35,10.25
0.14,4.31,9.07,0.83
3.18,2.61,6.96,1.71
2.16,6.2,13.02,2.06
1.1,2.24,4.36,1.48
0.14,3.67,5.23,15.19
0.15,1.66,8.1,0.75
0.37,2.22,4.64,11.35
0.15,3.22,0.44,2.38
2.16,2.34,1.98,424.55
0.24,0.56,6.31,6.17
0.15,3.13,4.72,1.09
0.41,6.35,10.77,15.92
0.32,13.51,0.08,190.38
0.91,8.11,5.87,14.31
0.15,0.27,3.95,15.33
0.15,2.97,9.29,30.94
0.15,1.79,2.88,1.73
0.62,1.82,0.68,11.94
1.28,2.17,1.11,22.75
0.15,5.42,1.75,23.92
1.28,22.85,4.76,10.39
0.15,18.39,1.55,0.13
0.15,9.13,4.61,17.33
1.58,1.82,3.55,7.21
0.15,22.3,7.64,7.95
0.03,13.21,2.03,5.52
0.15,23.85,12.99,11.61
2.29,2.95,6.42,34.33
0.15,21.18,1.1,30.0
0.15,8.79,2.92,16.77
0.15,15.48,13.61,0.89
0.15,14.5,2.03,7.69
0.15,16.71,6.51,9.76
0.07,19.66,2.42,178.39
0.15,12.77,1.84,4.29
0.15,2.16,3.68,94.66
0.15,7.86,4.84,17.66
0.15,0.61,5.96,3.37
4.38,0.13,0.52,4.35
3.36,3.65,7.83,8.02
3.18,2.95,1.54,418.73
0.05,0.14,0.7,13.95
0.15,2.77,7.98,1.24
0.15,0.67,9.21,0.23
0.23,3.38,4.23,170.72
0.15,5.14,4.34,2.16
0.15,0.25,0.37,0.48
